"Name"|"Symbol"|"Type"|"Locus"|"OMIM"
"spinocerebellar ataxia 37"|"SCA37"|"Disorder-associated locus"|"1p32"|
"seryl-tRNA synthetase 2, mitochondrial"|"SARS2"|"gene with protein product"|"19q13.2"|612804
"GATA zinc finger domain containing 2B"|"GATAD2B"|"gene with protein product"|"1q21.3"|614998
"myosin heavy chain 2"|"MYH2"|"gene with protein product"|"17p13.1"|160740
"chondroitin sulfate synthase 1"|"CHSY1"|"gene with protein product"|"15q26.3"|608183
"aspartyl-tRNA synthetase 1"|"DARS1"|"gene with protein product"|"2q21.3"|603084
"glutamate ionotropic receptor delta type subunit 2"|"GRID2"|"gene with protein product"|"4q22.1-q22.2"|602368
"iron-sulfur cluster assembly factor IBA57"|"IBA57"|"gene with protein product"|"1q42.13"|615316
"SLIT and NTRK like family member 6"|"SLITRK6"|"gene with protein product"|"13q31.1"|609681
"DNA polymerase delta 1, catalytic subunit"|"POLD1"|"gene with protein product"|"19q13.3"|174761
"ATPase H+ transporting accessory protein 2"|"ATP6AP2"|"gene with protein product"|"Xp11.4"|300556
"adenosine A2a receptor"|"ADORA2A"|"gene with protein product"|"22q11.23"|102776
"CCCTC-binding factor"|"CTCF"|"gene with protein product"|"16q22.1"|604167
"component of oligomeric golgi complex 6"|"COG6"|"gene with protein product"|"13q14.11"|606977
"adenosine deaminase tRNA specific 3"|"ADAT3"|"gene with protein product"|"19p13.3"|615302
"THO complex 6"|"THOC6"|"gene with protein product"|"16p13.3"|615403
"BICD cargo adaptor 2"|"BICD2"|"gene with protein product"|"9q22.31"|609797
"interleukin 21 receptor"|"IL21R"|"gene with protein product"|"16p12.1"|605383
"caspase recruitment domain family member 11"|"CARD11"|"gene with protein product"|"7p22.2"|607210
"solute carrier family 25 member 1"|"SLC25A1"|"gene with protein product"|"22q11.21"|190315
"ankyrin 3"|"ANK3"|"gene with protein product"|"10q21.2"|600465
"senataxin"|"SETX"|"gene with protein product"|"9q34.13"|608465
"ATPase H+ transporting V1 subunit E1"|"ATP6V1E1"|"gene with protein product"|"22q11.21"|108746
"ATPase H+ transporting V1 subunit A"|"ATP6V1A"|"gene with protein product"|"3q13.31"|607027
"solute carrier family 18 member A2"|"SLC18A2"|"gene with protein product"|"10q25.3"|193001
"ASXL transcriptional regulator 3"|"ASXL3"|"gene with protein product"|"18q12.1"|615115
"cathepsin F"|"CTSF"|"gene with protein product"|"11q13.2"|603539
"DNA polymerase epsilon, catalytic subunit"|"POLE"|"gene with protein product"|"12q24.33"|174762
"retinol binding protein 4"|"RBP4"|"gene with protein product"|"10q23.33"|180250
"heterogeneous nuclear ribonucleoprotein K"|"HNRNPK"|"gene with protein product"|"9q21.32"|600712
"G protein subunit beta 4"|"GNB4"|"gene with protein product"|"3q26.33"|610863
"pyruvate dehydrogenase kinase 3"|"PDK3"|"gene with protein product"|"Xp22.11"|300906
"laminin subunit beta 1"|"LAMB1"|"gene with protein product"|"7q31.1"|150240
"neurotrophin 4"|"NTF4"|"gene with protein product"|"19q13.33"|162662
"glaucoma 1, open angle, B (adult-onset)"|"GLC1B"|"Disorder-associated locus"|"2cen-q13"|606689
"WD repeat domain 36"|"WDR36"|"gene with protein product"|"5q22.1"|609669
"ankyrin repeat and SOCS box containing 10"|"ASB10"|"gene with protein product"|"7q36.1"|615054
"oncostatin M receptor"|"OSMR"|"gene with protein product"|"5p13.1"|601743
"interleukin 31 receptor A"|"IL31RA"|"gene with protein product"|"5q11.2"|609510
"solute carrier family 25 member 12"|"SLC25A12"|"gene with protein product"|"2q31.1"|603667
"leucine rich melanocyte differentiation associated"|"LRMDA"|"gene with protein product"|"10q22.2-q22.3"|614537
"pyruvate carboxylase"|"PC"|"gene with protein product"|"11q13.2"|608786
"ALG2 alpha-1,3/1,6-mannosyltransferase"|"ALG2"|"gene with protein product"|"9q22.33"|607905
"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"|"DPAGT1"|"gene with protein product"|"11q23.3"|191350
"glutamine--fructose-6-phosphate transaminase 1"|"GFPT1"|"gene with protein product"|"2p13.3"|138292
"ALG14 UDP-N-acetylglucosaminyltransferase subunit"|"ALG14"|"gene with protein product"|"1p21.3"|612866
"E1A binding protein p300"|"EP300"|"gene with protein product"|"22q13.2"|602700
"spectrin beta, non-erythrocytic 2"|"SPTBN2"|"gene with protein product"|"11q13.2"|604985
"serine active site containing 1"|"SERAC1"|"gene with protein product"|"6q25.3"|614725
"mitochondrial genome maintenance exonuclease 1"|"MGME1"|"gene with protein product"|"20p11.23"|615076
"trafficking protein particle complex subunit 9"|"TRAPPC9"|"gene with protein product"|"8q24.3"|611966
"mitochondrial ribosomal protein L44"|"MRPL44"|"gene with protein product"|"2q36.1"|611849
"DNA replication helicase/nuclease 2"|"DNA2"|"gene with protein product"|"10q21.3"|601810
"NIMA related kinase 8"|"NEK8"|"gene with protein product"|"17q11.2"|609799
"STAM binding protein"|"STAMBP"|"gene with protein product"|"2p13.1"|606247
"ADAM metallopeptidase domain 17"|"ADAM17"|"gene with protein product"|"2p25.1"|603639
"AKT serine/threonine kinase 2"|"AKT2"|"gene with protein product"|"19q13.2"|164731
"thiamin pyrophosphokinase 1"|"TPK1"|"gene with protein product"|"7q35"|606370
"microRNA 184"|"MIR184"|"Non-coding RNA"|"15q25.1"|613146
"cytochrome P450 family 26 subfamily B member 1"|"CYP26B1"|"gene with protein product"|"2p13.2"|605207
"plakophilin 2"|"PKP2"|"gene with protein product"|"12p11.21"|602861
"transforming growth factor beta 3"|"TGFB3"|"gene with protein product"|"14q24.3"|190230
"desmocollin 2"|"DSC2"|"gene with protein product"|"18q12.1"|125645
"transmembrane protein 43"|"TMEM43"|"gene with protein product"|"3p25.1"|612048
"catenin alpha 3"|"CTNNA3"|"gene with protein product"|"10q21.3"|607667
"cadherin 2"|"CDH2"|"gene with protein product"|"18q12.1"|114020
"regulatory factor X6"|"RFX6"|"gene with protein product"|"6q22.1"|612659
"collectin subfamily member 10"|"COLEC10"|"gene with protein product"|"8q24.12"|607620
"MBL associated serine protease 1"|"MASP1"|"gene with protein product"|"3q27.3"|600521
"collectin subfamily member 11"|"COLEC11"|"gene with protein product"|"2p25.3"|612502
"glycine N-methyltransferase"|"GNMT"|"gene with protein product"|"6p21.1"|606628
"solute carrier family 6 member 9"|"SLC6A9"|"gene with protein product"|"1p34.1"|601019
"aminomethyltransferase"|"AMT"|"gene with protein product"|"3p21.31"|238310
"glycine cleavage system protein H"|"GCSH"|"gene with protein product"|"16q23.2"|238330
"glycine decarboxylase"|"GLDC"|"gene with protein product"|"9p24.1"|238300
"methylmalonyl-CoA mutase"|"MMUT"|"gene with protein product"|"6p12.3"|609058
"glutathione synthetase"|"GSS"|"gene with protein product"|"20q11.22"|601002
"5'-nucleotidase ecto"|"NT5E"|"gene with protein product"|"6q14.3"|129190
"serpin family B member 8"|"SERPINB8"|"gene with protein product"|"18q22.1"|601697
"SBDS ribosome maturation factor"|"SBDS"|"gene with protein product"|"7q11.21"|607444
"elongation factor like GTPase 1"|"EFL1"|"gene with protein product"|"15q25.2"|617538
"DnaJ heat shock protein family (Hsp40) member C21"|"DNAJC21"|"gene with protein product"|"5p13.2"|617048
"G protein subunit alpha 11"|"GNA11"|"gene with protein product"|"19p13.3"|139313
"potassium sodium-activated channel subfamily T member 1"|"KCNT1"|"gene with protein product"|"9q34.3"|608167
"solute carrier family 12 member 5"|"SLC12A5"|"gene with protein product"|"20q13.12"|606726
"dihydrolipoamide dehydrogenase"|"DLD"|"gene with protein product"|"7q31.1"|238331
"glycerol kinase"|"GK"|"gene with protein product"|"Xp21.2"|300474
"phosphoserine aminotransferase 1"|"PSAT1"|"gene with protein product"|"9q21.2"|610936
"lactate dehydrogenase A"|"LDHA"|"gene with protein product"|"11p15.1"|150000
"lactate dehydrogenase B"|"LDHB"|"gene with protein product"|"12p12.1"|150100
"SMAD family member 3"|"SMAD3"|"gene with protein product"|"15q22.33"|603109
"roundabout guidance receptor 2"|"ROBO2"|"gene with protein product"|"3p12.3"|602431
"SRY-box transcription factor 17"|"SOX17"|"gene with protein product"|"8q11.23"|610928
"adenosine kinase"|"ADK"|"gene with protein product"|"10q22.2"|102750
"aldehyde dehydrogenase 6 family member A1"|"ALDH6A1"|"gene with protein product"|"14q24.3"|603178
"acyl-CoA synthetase family member 3"|"ACSF3"|"gene with protein product"|"16q24.3"|614245
"peroxidasin"|"PXDN"|"gene with protein product"|"2p25.3"|605158
"atonal bHLH transcription factor 7"|"ATOH7"|"gene with protein product"|"10q21.3"|609875
"CCR4-NOT transcription complex subunit 2"|"CNOT2"|"gene with protein product"|"12q15"|604909
"dentin matrix acidic phosphoprotein 1"|"DMP1"|"gene with protein product"|"4q22.1"|600980
"cytochrome P450 family 27 subfamily B member 1"|"CYP27B1"|"gene with protein product"|"12q14.1"|609506
"cytochrome P450 family 2 subfamily R member 1"|"CYP2R1"|"gene with protein product"|"11p15.2"|608713
"proteasome maturation protein"|"POMP"|"gene with protein product"|"13q12.3"|613386
"golgi SNAP receptor complex member 2"|"GOSR2"|"gene with protein product"|"17q21.32"|604027
"choline kinase beta"|"CHKB"|"gene with protein product"|"22q13.33"|612395
"laminin subunit gamma 3"|"LAMC3"|"gene with protein product"|"9q34.12"|604349
"frizzled class receptor 6"|"FZD6"|"gene with protein product"|"8q22.3"|603409
"BRCA1/BRCA2-containing complex subunit 3"|"BRCC3"|"gene with protein product"|"Xq28"|300617
"adaptor related protein complex 4 subunit mu 1"|"AP4M1"|"gene with protein product"|"7q22.1"|602296
"adaptor related protein complex 4 subunit epsilon 1"|"AP4E1"|"gene with protein product"|"15q21.2"|607244
"adaptor related protein complex 4 subunit beta 1"|"AP4B1"|"gene with protein product"|"1p13.2"|607245
"adaptor related protein complex 4 subunit sigma 1"|"AP4S1"|"gene with protein product"|"14q12"|607243
"interleukin 11 receptor subunit alpha"|"IL11RA"|"gene with protein product"|"9p13.3"|600939
"beta-1,3-glucuronyltransferase 3"|"B3GAT3"|"gene with protein product"|"11q12.3"|606374
"WW domain containing adaptor with coiled-coil"|"WAC"|"gene with protein product"|"10p12.1"|615049
"insulin like growth factor binding protein 7"|"IGFBP7"|"gene with protein product"|"4q12"|602867
"synaptotagmin 14"|"SYT14"|"gene with protein product"|"1q32.2"|610949
"anoctamin 10"|"ANO10"|"gene with protein product"|"3p22.1-p21.33"|613726
"target of EGR1, exonuclease"|"TOE1"|"gene with protein product"|"1p34.1"|613931
"solute carrier family 30 member 10"|"SLC30A10"|"gene with protein product"|"1q41"|611146
"alkylglycerone phosphate synthase"|"AGPS"|"gene with protein product"|"2q31.2"|603051
"glyceronephosphate O-acyltransferase"|"GNPAT"|"gene with protein product"|"1q42.2"|602744
"SRY-box transcription factor 5"|"SOX5"|"gene with protein product"|"12p12.1"|604975
"aconitase 2"|"ACO2"|"gene with protein product"|"22q13.2"|100850
"STN1 subunit of CST complex"|"STN1"|"gene with protein product"|"10q24.33"|613128
"alpha kinase 1"|"ALPK1"|"gene with protein product"|"4q25"|607347
"colony stimulating factor 1 receptor"|"CSF1R"|"gene with protein product"|"5q32"|164770
"AFG3 like matrix AAA peptidase subunit 2"|"AFG3L2"|"gene with protein product"|"18p11.21"|604581
"methionyl-tRNA synthetase 2, mitochondrial"|"MARS2"|"gene with protein product"|"2q33.1"|609728
"G protein signaling modulator 2"|"GPSM2"|"gene with protein product"|"1p13.3"|609245
"DnaJ heat shock protein family (Hsp40) member B2"|"DNAJB2"|"gene with protein product"|"2q35"|604139
"von Willebrand factor A domain containing 1"|"VWA1"|"gene with protein product"|"1p36.33"|611901
"iroquois homeobox 5"|"IRX5"|"gene with protein product"|"16q12.2"|606195
"POC1 centriolar protein A"|"POC1A"|"gene with protein product"|"3p21.2"|614783
"signal recognition particle 72"|"SRP72"|"gene with protein product"|"4q12"|602122
"DNA methyltransferase 1"|"DNMT1"|"gene with protein product"|"19p13.2"|126375
"guanylate cyclase 2C"|"GUCY2C"|"gene with protein product"|"12p12.3"|601330
"dystonin"|"DST"|"gene with protein product"|"6p12.1"|113810
"glutamyl-tRNA synthetase 2, mitochondrial"|"EARS2"|"gene with protein product"|"16p12.2"|612799
"dystonia 21, torsion (autosomal dominant)"|"DYT21"|"Disorder-associated locus"|"2q14.3-q21.3"|
"metabolism of cobalamin associated D"|"MMADHC"|"gene with protein product"|"2q23.2"|611935
"molybdenum cofactor synthesis 1"|"MOCS1"|"gene with protein product"|"6p21.2"|603707
"molybdenum cofactor synthesis 2"|"MOCS2"|"gene with protein product"|"5q11.2"|603708
"branched chain keto acid dehydrogenase kinase"|"BCKDK"|"gene with protein product"|"16p11.2"|614901
"methylmalonyl-CoA epimerase"|"MCEE"|"gene with protein product"|"2p13.3"|608419
"lipoprotein lipase"|"LPL"|"gene with protein product"|"8p21.3"|609708
"apolipoprotein C2"|"APOC2"|"gene with protein product"|"19q13.32"|608083
"UDP-galactose-4-epimerase"|"GALE"|"gene with protein product"|"1p36.11"|606953
"alpha glucosidase"|"GAA"|"gene with protein product"|"17q25.3"|606800
"mannosidase alpha class 2B member 1"|"MAN2B1"|"gene with protein product"|"19p13.13"|609458
"GM2 ganglioside activator"|"GM2A"|"gene with protein product"|"5q33.1"|613109
"solute carrier family 17 member 5"|"SLC17A5"|"gene with protein product"|"6q13"|604322
"galactosamine (N-acetyl)-6-sulfatase"|"GALNS"|"gene with protein product"|"16q24.3"|612222
"galactosidase beta 1"|"GLB1"|"gene with protein product"|"3p22.3"|611458
"hexosaminidase subunit alpha"|"HEXA"|"gene with protein product"|"15q23"|606869
"hexosaminidase subunit beta"|"HEXB"|"gene with protein product"|"5q13.3"|606873
"cytochrome P450 family 24 subfamily A member 1"|"CYP24A1"|"gene with protein product"|"20q13.2"|126065
"tubulin beta 3 class III"|"TUBB3"|"gene with protein product"|"16q24.3"|602661
"kelch like family member 3"|"KLHL3"|"gene with protein product"|"5q31.2"|605775
"cullin 3"|"CUL3"|"gene with protein product"|"2q36.2"|603136
"dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"|"DDOST"|"gene with protein product"|"1p36.12"|602202
"immunoglobulin heavy variable 4-34"|"IGHV4-34"|"gene with protein product"|"14q32.33"|
"serine palmitoyltransferase long chain base subunit 1"|"SPTLC1"|"gene with protein product"|"9q22.31"|605712
"Fas associated via death domain"|"FADD"|"gene with protein product"|"11q13.3"|602457
"ALX homeobox 1"|"ALX1"|"gene with protein product"|"12q21.31"|601527
"junctional adhesion molecule 3"|"JAM3"|"gene with protein product"|"11q25"|606871
"homeobox B1"|"HOXB1"|"gene with protein product"|"17q21.32"|142968
"adaptor related protein complex 5 subunit zeta 1"|"AP5Z1"|"gene with protein product"|"7p22.1"|613653
"integrin subunit alpha 3"|"ITGA3"|"gene with protein product"|"17q21.33"|605025
"fibroblast growth factor 23"|"FGF23"|"gene with protein product"|"12p13.32"|605380
"polypeptide N-acetylgalactosaminyltransferase 3"|"GALNT3"|"gene with protein product"|"2q24.3"|601756
"klotho"|"KL"|"gene with protein product"|"13q13.1"|604824
"sterile alpha motif domain containing 9"|"SAMD9"|"gene with protein product"|"7q21.2"|610456
"sodium voltage-gated channel alpha subunit 10"|"SCN10A"|"gene with protein product"|"3p22.2"|604427
"sodium voltage-gated channel alpha subunit 11"|"SCN11A"|"gene with protein product"|"3p22.2"|604385
"immediate early response 3 interacting protein 1"|"IER3IP1"|"gene with protein product"|"18q21.1"|609382
"Yip1 domain family member 5"|"YIPF5"|"gene with protein product"|"5q31.3"|611483
"homeobox D10"|"HOXD10"|"gene with protein product"|"2q31.1"|142984
"fibulin 1"|"FBLN1"|"gene with protein product"|"22q13.31"|135820
"FKBP prolyl isomerase 14"|"FKBP14"|"gene with protein product"|"7p14.3"|614505
"leucine rich repeat and sterile alpha motif containing 1"|"LRSAM1"|"gene with protein product"|"9q33.3-q34.11"|610933
"STEAP3 metalloreductase"|"STEAP3"|"gene with protein product"|"2q14.2"|609671
"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"|"PLOD3"|"gene with protein product"|"7q22.1"|603066
"glycerol-3-phosphate dehydrogenase 1"|"GPD1"|"gene with protein product"|"12q13.12"|138420
"deoxyribonuclease 1 like 3"|"DNASE1L3"|"gene with protein product"|"3p14.3"|602244
"CD151 molecule (Raph blood group)"|"CD151"|"gene with protein product"|"11p15.5"|602243
"NBAS subunit of NRZ tethering complex"|"NBAS"|"gene with protein product"|"2p24.3"|608025
"RAD50 interactor 1"|"RINT1"|"gene with protein product"|"7q22.3"|610089
"mediator complex subunit 25"|"MED25"|"gene with protein product"|"19q13.33"|610197
"matrix metallopeptidase 19"|"MMP19"|"gene with protein product"|"12q13.2"|601807
"ATPase H+/K+ transporting subunit alpha"|"ATP4A"|"gene with protein product"|"19q13.12"|137216
"protein arginine methyltransferase 7"|"PRMT7"|"gene with protein product"|"16q22.1"|610087
"NIMA related kinase 9"|"NEK9"|"gene with protein product"|"14q24.3"|609798
"mastermind like domain containing 1"|"MAMLD1"|"gene with protein product"|"Xq28"|300120
"inositol polyphosphate multikinase"|"IPMK"|"gene with protein product"|"10q21.1"|609851
"peptidyl-tRNA hydrolase 2"|"PTRH2"|"gene with protein product"|"17q23.1"|608625
"nth like DNA glycosylase 1"|"NTHL1"|"gene with protein product"|"16p13.3"|602656
"PLAG1 zinc finger"|"PLAG1"|"gene with protein product"|"8q12.1"|603026
"high mobility group AT-hook 2"|"HMGA2"|"gene with protein product"|"12q14.3"|600698
"CWF19 like cell cycle control factor 1"|"CWF19L1"|"gene with protein product"|"10q24.31"|616120
"immunoglobulin superfamily member 3"|"IGSF3"|"gene with protein product"|"1p13.1"|603491
"clathrin heavy chain like 1"|"CLTCL1"|"gene with protein product"|"22q11.21"|601273
"solute carrier family 10 member 2"|"SLC10A2"|"gene with protein product"|"13q33.1"|601295
"transient receptor potential cation channel subfamily V member 3"|"TRPV3"|"gene with protein product"|"17p13.2"|607066
